TACC1_HUMAN	RUXG_HUMAN
TACC1_HUMAN	KAT2A_HUMAN
TACC1_HUMAN	CKAP5_HUMAN
TACC1_HUMAN	YETS4_HUMAN
TACC1_HUMAN	LSM7_HUMAN
AURKC_HUMAN	TACC1_HUMAN
TACC1_HUMAN	AURKA_HUMAN
TACC1_HUMAN	KDM1A_HUMAN
TACC1_HUMAN	MEMO1_HUMAN
TACC1_HUMAN	HD_HUMAN
TACC1_HUMAN	TDRD7_HUMAN
TACC1_HUMAN	AURKB_HUMAN
TM10A_HUMAN	ARPC3_HUMAN
TM10A_HUMAN	UAP1_HUMAN
TM10A_HUMAN	AASD1_HUMAN
TM10A_HUMAN	SH3G1_HUMAN
TM10A_HUMAN	B2R532_HUMAN
TM10A_HUMAN	ARP5L_HUMAN
TM10A_HUMAN	6PGL_HUMAN
TM10A_HUMAN	2A5E_HUMAN
TM10A_HUMAN	NHP2_HUMAN
TM10A_HUMAN	CALU_HUMAN
TM10A_HUMAN	SAE1_HUMAN
TCPG_HUMAN	HSP7C_HUMAN
TCPG_HUMAN	GPN1_HUMAN
TCPG_HUMAN	TCPD_HUMAN
TCPG_HUMAN	TAF5_HUMAN
TCPG_HUMAN	T184C_HUMAN
TCPG_HUMAN	MYO5A_HUMAN
TCPG_HUMAN	2ABB_HUMAN
TCPG_HUMAN	SSA27_HUMAN
TCPG_HUMAN	GBB4_HUMAN
TCPG_HUMAN	PUR9_HUMAN
TCPG_HUMAN	RFC5_HUMAN
TCPG_HUMAN	RUVB1_HUMAN
TCPG_HUMAN	VAV2_HUMAN
TCPG_HUMAN	MK06_HUMAN
TCPG_HUMAN	EXOC3_HUMAN
TCPG_HUMAN	STIP1_HUMAN
TCPG_HUMAN	TBK1_HUMAN
TCPG_HUMAN	PSB2_HUMAN
TCPG_HUMAN	CSN4_HUMAN
TCPG_HUMAN	SUCA_HUMAN
TCPG_HUMAN	Q8TAS0_HUMAN
TCPG_HUMAN	B1AQP2_HUMAN
TCPG_HUMAN	PFD6_HUMAN
TCPG_HUMAN	UBP7_HUMAN
TCPG_HUMAN	M3K1_HUMAN
TCPG_HUMAN	VHL_HUMAN
TCPG_HUMAN	HEMH_HUMAN
TCPG_HUMAN	A8K2M0_HUMAN
TCPG_HUMAN	APT_HUMAN
TCPG_HUMAN	PSB3_HUMAN
TCPG_HUMAN	PSMD8_HUMAN
TCPG_HUMAN	MKKS_HUMAN
TCPG_HUMAN	NP1L1_HUMAN
TCPG_HUMAN	TCPH_HUMAN
TCPG_HUMAN	ARL1_HUMAN
TCPG_HUMAN	IDH3G_HUMAN
TCPG_HUMAN	EI2BB_HUMAN
TCPG_HUMAN	BBS7_HUMAN
TCPG_HUMAN	ARP2_HUMAN
TCPG_HUMAN	PWP1_HUMAN
TCPG_HUMAN	RDH8_HUMAN
TCPG_HUMAN	ARC1A_HUMAN
TCPG_HUMAN	M3K3_HUMAN
TCPG_HUMAN	NOP56_HUMAN
TCPG_HUMAN	TCPB_HUMAN
TCPG_HUMAN	SRP54_HUMAN
TCPG_HUMAN	PMM2_HUMAN
TCPG_HUMAN	NOG2_HUMAN
TCPG_HUMAN	NAT10_HUMAN
TCPG_HUMAN	PYGL_HUMAN
TCPG_HUMAN	SODM_HUMAN
TCPG_HUMAN	COPA_HUMAN
TCPG_HUMAN	OLA1_HUMAN
TCPG_HUMAN	D3DR86_HUMAN
TCPG_HUMAN	L7RRS6_HUMAN
TCPG_HUMAN	ROA0_HUMAN
TCPG_HUMAN	DPOE2_HUMAN
TCPG_HUMAN	PEX7_HUMAN
TCPG_HUMAN	IF2G_HUMAN
TCPG_HUMAN	GCH1_HUMAN
TCPG_HUMAN	DCA13_HUMAN
TCPG_HUMAN	RMD5A_HUMAN
TCPG_HUMAN	DDX6_HUMAN
TCPG_HUMAN	SYSM_HUMAN
TCPG_HUMAN	RFC4_HUMAN
TCPG_HUMAN	Q8WZ56_HUMAN
TCPG_HUMAN	UBR2_HUMAN
TCPG_HUMAN	SH3B4_HUMAN
TCPG_HUMAN	CCNB2_HUMAN
TCPG_HUMAN	DDX47_HUMAN
TCPG_HUMAN	TCTP_HUMAN
TCPG_HUMAN	RRP5_HUMAN
TCPG_HUMAN	RRP12_HUMAN
TCPG_HUMAN	RFC3_HUMAN
TCPG_HUMAN	ELOC_HUMAN
TCPG_HUMAN	BRX1_HUMAN
TCPG_HUMAN	Q9BU08_HUMAN
TCPG_HUMAN	XRCC6_HUMAN
TCPG_HUMAN	2AAB_HUMAN
TCPG_HUMAN	METK2_HUMAN
TCPG_HUMAN	PA1B2_HUMAN
TCPG_HUMAN	SEN2_HUMAN
TCPG_HUMAN	HIRA_HUMAN
TCPG_HUMAN	PGM1_HUMAN
TCPG_HUMAN	AHSA1_HUMAN
TCPG_HUMAN	WDR59_HUMAN
TCPG_HUMAN	GALT_HUMAN
TCPG_HUMAN	FZR_HUMAN
TCPG_HUMAN	LST8_HUMAN
TCPG_HUMAN	RLA1_HUMAN
TCPG_HUMAN	PSD11_HUMAN
TCPG_HUMAN	VATD_HUMAN
TCPG_HUMAN	BBS12_HUMAN
TCPG_HUMAN	TCPZ_HUMAN
TCPG_HUMAN	WDR46_HUMAN
TCPG_HUMAN	TCPA_HUMAN
TCPG_HUMAN	MAEA_HUMAN
TCPG_HUMAN	CHK2_HUMAN
TCPG_HUMAN	FBXW8_HUMAN
TCPG_HUMAN	KC1G2_HUMAN
TCPG_HUMAN	WDR76_HUMAN
TCPG_HUMAN	RM12_HUMAN
TCPG_HUMAN	NFKB2_HUMAN
TCPG_HUMAN	B2ZZ90_HUMAN
TCPG_HUMAN	D0PNI1_HUMAN
TCPG_HUMAN	MDHM_HUMAN
TCPG_HUMAN	VDAC3_HUMAN
TCPG_HUMAN	YPEL4_HUMAN
TCPG_HUMAN	NOL6_HUMAN
TCPG_HUMAN	CDK3_HUMAN
SKIL_HUMAN	PAPP1_HUMAN
SKIL_HUMAN	I36RA_HUMAN
SKIL_HUMAN	PIAS1_HUMAN
SKIL_HUMAN	PIAS4_HUMAN
SKIL_HUMAN	TRAK1_HUMAN
SKIL_HUMAN	PSG3_HUMAN
SKIL_HUMAN	SKI_HUMAN
SKIL_HUMAN	NCOR2_HUMAN
SKIL_HUMAN	CPNE2_HUMAN
SKIL_HUMAN	HEYL_HUMAN
SKIL_HUMAN	CAMP1_HUMAN
SKIL_HUMAN	SVEP1_HUMAN
SKIL_HUMAN	SPRL1_HUMAN
SKIL_HUMAN	TTF2_HUMAN
SKIL_HUMAN	C9JFD3_HUMAN
SKIL_HUMAN	THAP5_HUMAN
SKIL_HUMAN	NCOR1_HUMAN
SKIL_HUMAN	A8YXX4_HUMAN
SKIL_HUMAN	CO4A2_HUMAN
SKIL_HUMAN	ZBTB3_HUMAN
SKIL_HUMAN	MORC4_HUMAN
SKIL_HUMAN	HIPK3_HUMAN
SKIL_HUMAN	ZN200_HUMAN
SKIL_HUMAN	TGFR1_HUMAN
SKIL_HUMAN	Q2TU89_HUMAN
SKIL_HUMAN	SUMO2_HUMAN
SKIL_HUMAN	UBC9_HUMAN
SKIL_HUMAN	AXIN1_HUMAN
SKIL_HUMAN	RS27_HUMAN
SKIL_HUMAN	UBP25_HUMAN
SKIL_HUMAN	RN111_HUMAN
SKIL_HUMAN	CBX4_HUMAN
SKIL_HUMAN	B4E127_HUMAN
SKIL_HUMAN	G4XH65_HUMAN
SKIL_HUMAN	CPNE1_HUMAN
SKIL_HUMAN	HDAC1_HUMAN
SKIL_HUMAN	RNF4_HUMAN
SKIL_HUMAN	SETB1_HUMAN
SKIL_HUMAN	SMAD2_HUMAN
SKIL_HUMAN	TRI62_HUMAN
SKIL_HUMAN	FAF1_HUMAN
SKIL_HUMAN	EF1G_HUMAN
SKIL_HUMAN	AHNK_HUMAN
SKIL_HUMAN	LRP1_HUMAN
SKIL_HUMAN	UIMC1_HUMAN
SKIL_HUMAN	B3KWV4_HUMAN
SKIL_HUMAN	CDC27_HUMAN
SKIL_HUMAN	RB_HUMAN
SKIL_HUMAN	ZMYM2_HUMAN
SKIL_HUMAN	WWP1_HUMAN
SKIL_HUMAN	RU17_HUMAN
SKIL_HUMAN	HIPK1_HUMAN
SKIL_HUMAN	ZZEF1_HUMAN
SKIL_HUMAN	SMAD4_HUMAN
SKIL_HUMAN	B4DTP6_HUMAN
SKIL_HUMAN	MACF1_HUMAN
SKIL_HUMAN	TSK_HUMAN
SKIL_HUMAN	PLCD3_HUMAN
SKIL_HUMAN	ZN106_HUMAN
SKIL_HUMAN	NID2_HUMAN
SKIL_HUMAN	Q6IAR4_HUMAN
SKIL_HUMAN	PIAS3_HUMAN
SKIL_HUMAN	TFPI2_HUMAN
SKIL_HUMAN	Q548N1_HUMAN
SKIL_HUMAN	PRS7_HUMAN
SKIL_HUMAN	ASCC3_HUMAN
SKIL_HUMAN	SMAD3_HUMAN
SKIL_HUMAN	RN165_HUMAN
SKIL_HUMAN	NID1_HUMAN
SKIL_HUMAN	XRCC6_HUMAN
SKIL_HUMAN	CDC16_HUMAN
SKIL_HUMAN	PEPL_HUMAN
SKIL_HUMAN	FZR_HUMAN
SKIL_HUMAN	SNX17_HUMAN
SKIL_HUMAN	M3K7_HUMAN
SKIL_HUMAN	MYG1_HUMAN
SKIL_HUMAN	DHX30_HUMAN
SKIL_HUMAN	SMUF2_HUMAN
SKIL_HUMAN	CPNE4_HUMAN
SKIL_HUMAN	FINC_HUMAN
SKIL_HUMAN	Q6ZSD7_HUMAN
SKIL_HUMAN	SIN3A_HUMAN
SKIL_HUMAN	TDG_HUMAN
SKIL_HUMAN	B3KQM1_HUMAN
SKIL_HUMAN	Q8N4S1_HUMAN
SKIL_HUMAN	TRI69_HUMAN
SKIL_HUMAN	SRP72_HUMAN
SKIL_HUMAN	P5CR2_HUMAN
SKIL_HUMAN	ING2_HUMAN
SKIL_HUMAN	THS7A_HUMAN
SKIL_HUMAN	HEY1_HUMAN
SKIL_HUMAN	FBLN1_HUMAN
SKIL_HUMAN	PTPRF_HUMAN
SKIL_HUMAN	RBCC1_HUMAN
SKIL_HUMAN	GOGB1_HUMAN
SKIL_HUMAN	TYDP2_HUMAN
SKIL_HUMAN	KRT81_HUMAN
SKIL_HUMAN	ZBTB6_HUMAN
SKIL_HUMAN	CHD3_HUMAN
SKIL_HUMAN	SASH1_HUMAN
SKIL_HUMAN	IF4G2_HUMAN
SKIL_HUMAN	ZMYM5_HUMAN
SKIL_HUMAN	NEDD4_HUMAN
SKIL_HUMAN	TPM2_HUMAN
SKIL_HUMAN	SMAD1_HUMAN
SKIL_HUMAN	CHSS2_HUMAN
SKIL_HUMAN	CXXC5_HUMAN
SKIL_HUMAN	J3KNT7_HUMAN
ZFAN1_HUMAN	PARL_HUMAN
LRRN3_HUMAN	DENR_HUMAN
LRRN3_HUMAN	MERL_HUMAN
WNT6_HUMAN	B7ZAR3_HUMAN
A4FTV9_HUMAN	DNJC2_HUMAN
A4FTV9_HUMAN	CUL5_HUMAN
A4FTV9_HUMAN	IL33_HUMAN
A4FTV9_HUMAN	BMI1_HUMAN
A4FTV9_HUMAN	CUL4B_HUMAN
A4FTV9_HUMAN	SUMO1_HUMAN
A4FTV9_HUMAN	CAND1_HUMAN
A4FTV9_HUMAN	EZH2_HUMAN
A4FTV9_HUMAN	1433T_HUMAN
A4FTV9_HUMAN	RING2_HUMAN
A4FTV9_HUMAN	CRP_HUMAN
A4FTV9_HUMAN	HDAC1_HUMAN
A4FTV9_HUMAN	B4DEE8_HUMAN
A4FTV9_HUMAN	B2RBV7_HUMAN
A4FTV9_HUMAN	D0PNI1_HUMAN
A4FTV9_HUMAN	EED_HUMAN
A4FTV9_HUMAN	SAP30_HUMAN
A4FTV9_HUMAN	RYBP_HUMAN
A4FTV9_HUMAN	NEDD8_HUMAN
A4FTV9_HUMAN	ARRB1_HUMAN
A4FTV9_HUMAN	CUL1_HUMAN
A4FTV9_HUMAN	GA45A_HUMAN
A4FTV9_HUMAN	NEP_HUMAN
A4FTV9_HUMAN	BRD7_HUMAN
A4FTV9_HUMAN	CSN5_HUMAN
A4FTV9_HUMAN	ITA4_HUMAN
A4FTV9_HUMAN	SP16H_HUMAN
A4FTV9_HUMAN	TE2IP_HUMAN
AMPD2_HUMAN	POTE1_HUMAN
AMPD2_HUMAN	P4R3A_HUMAN
AMPD2_HUMAN	SHIP2_HUMAN
AMPD2_HUMAN	ARRB1_HUMAN
AMPD2_HUMAN	UB2D3_HUMAN
AMPD2_HUMAN	N0E4C7_HUMAN
AMPD2_HUMAN	IMA7_HUMAN
AMPD2_HUMAN	PP4R2_HUMAN
